Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Transfer,Savings,2025-02-21 23:13:15,2025-02-21 23:13:15,To pocket EUR Salvadanaio from EUR,0.9,0,EUR,COMPLETED,999.57
Transfer,Savings,2025-02-21 23:15:28,2025-02-21 23:15:28,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,999.87
Transfer,Savings,2025-02-22 1:36:20,2025-02-22 1:36:20,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1024.87
Transfer,Savings,2025-02-22 18:33:14,2025-02-22 18:33:14,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1025.87
Transfer,Savings,2025-02-22 20:19:05,2025-02-22 20:19:05,To pocket EUR Salvadanaio from EUR,0.52,0,EUR,COMPLETED,1026.39
Transfer,Savings,2025-02-23 0:11:51,2025-02-23 0:11:51,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1027.39
Transfer,Savings,2025-02-23 1:28:16,2025-02-23 1:28:16,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1028.39
Transfer,Savings,2025-02-23 2:09:19,2025-02-23 2:09:19,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1029.39
Transfer,Savings,2025-02-23 3:12:57,2025-02-23 3:12:57,To pocket EUR Salvadanaio from EUR,0.21,0,EUR,COMPLETED,1029.6
Transfer,Savings,2025-02-23 18:47:12,2025-02-23 18:47:12,To pocket EUR Salvadanaio from EUR,0.8,0,EUR,COMPLETED,1030.4
Transfer,Savings,2025-02-23 19:29:39,2025-02-23 19:29:39,To pocket EUR Salvadanaio from EUR,0.24,0,EUR,COMPLETED,1030.64
Transfer,Savings,2025-02-25 23:07:48,2025-02-25 23:07:48,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1030.65
Transfer,Savings,2025-02-28 22:53:25,2025-02-28 22:53:25,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1031.65
Transfer,Savings,2025-03-01 2:01:59,2025-03-01 2:01:59,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1056.65
Transfer,Savings,2025-03-01 22:04:14,2025-03-01 22:04:14,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1057.15
Transfer,Savings,2025-03-02 9:51:39,2025-03-02 9:51:39,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1058.15
Transfer,Savings,2025-03-02 12:09:57,2025-03-02 12:09:57,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1059.15
Transfer,Savings,2025-03-02 22:26:46,2025-03-02 22:26:46,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1060.15
Transfer,Savings,2025-03-03 16:19:42,2025-03-03 16:19:42,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1060.65
Transfer,Savings,2025-03-03 17:14:57,2025-03-03 17:14:57,To pocket EUR Salvadanaio from EUR,0.4,0,EUR,COMPLETED,1061.05
Transfer,Savings,2025-03-03 18:09:46,2025-03-03 18:09:46,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1061.35
Transfer,Savings,2025-03-03 19:44:02,2025-03-03 19:44:02,To pocket EUR Salvadanaio from EUR,0.7,0,EUR,COMPLETED,1062.05
Transfer,Savings,2025-03-03 23:58:58,2025-03-03 23:58:58,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1062.06
Exchange,Savings,2025-03-04 9:24:49,2025-03-04 9:24:49,Exchanged to EUR,0.06,0,EUR,COMPLETED,1062.12
Exchange,Savings,2025-03-04 13:47:32,2025-03-04 13:47:32,Exchanged to EUR,0.18,0,EUR,COMPLETED,1062.3
Exchange,Savings,2025-03-04 14:12:33,2025-03-04 14:12:33,Exchanged to EUR,0.6,0,EUR,COMPLETED,1062.9
Exchange,Savings,2025-03-04 21:59:20,2025-03-04 21:59:20,Exchanged to EUR,0.66,0,EUR,COMPLETED,1063.56
Exchange,Savings,2025-03-05 9:15:43,2025-03-05 9:15:43,Exchanged to EUR,0.47,0,EUR,COMPLETED,1064.03
Exchange,Savings,2025-03-05 14:08:57,2025-03-05 14:08:57,Exchanged to EUR,1.01,0,EUR,COMPLETED,1065.04
Exchange,Savings,2025-03-05 14:44:51,2025-03-05 14:44:51,Exchanged to EUR,0.77,0,EUR,COMPLETED,1065.81
Exchange,Savings,2025-03-06 13:25:09,2025-03-06 13:25:09,Exchanged to EUR,1.01,0,EUR,COMPLETED,1066.82
Exchange,Savings,2025-03-06 19:01:28,2025-03-06 19:01:28,Exchanged to EUR,0.59,0,EUR,COMPLETED,1067.41
Exchange,Savings,2025-03-06 22:06:30,2025-03-06 22:06:30,Exchanged to EUR,1.18,0,EUR,COMPLETED,1068.59
Exchange,Savings,2025-03-07 6:27:12,2025-03-07 6:27:12,Exchanged to EUR,0.23,0,EUR,COMPLETED,1068.82
Exchange,Savings,2025-03-07 6:34:38,2025-03-07 6:34:38,Exchanged to EUR,0.97,0,EUR,COMPLETED,1069.79
Transfer,Savings,2025-03-07 10:32:13,2025-03-07 10:32:13,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1070.09
Transfer,Savings,2025-03-07 12:36:37,2025-03-07 12:36:37,To pocket EUR Salvadanaio from EUR,0.71,0,EUR,COMPLETED,1070.8
Transfer,Savings,2025-03-07 12:45:52,2025-03-07 12:45:52,To pocket EUR Salvadanaio from EUR,0.71,0,EUR,COMPLETED,1071.51
Transfer,Savings,2025-03-07 18:01:02,2025-03-07 18:01:02,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1071.81
Transfer,Savings,2025-03-07 18:17:48,2025-03-07 18:17:48,To pocket EUR Salvadanaio from EUR,0.28,0,EUR,COMPLETED,1072.09
Transfer,Savings,2025-03-08 1:38:23,2025-03-08 1:38:23,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1097.09
Transfer,Savings,2025-03-08 20:09:33,2025-03-08 20:09:33,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1098.09
Transfer,Savings,2025-03-09 19:45:49,2025-03-09 19:45:49,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1099.09
Transfer,Savings,2025-03-10 7:16:24,2025-03-10 7:16:24,To pocket EUR Salvadanaio from EUR,0.06,0,EUR,COMPLETED,1099.15
Transfer,Savings,2025-03-13 17:44:33,2025-03-13 17:44:33,To pocket EUR Salvadanaio from EUR,0.81,0,EUR,COMPLETED,1099.96
Transfer,Savings,2025-03-14 21:57:26,2025-03-14 21:57:26,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1099.97
Transfer,Savings,2025-03-14 22:00:55,2025-03-14 22:00:55,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1100.47
Transfer,Savings,2025-03-15 1:49:26,2025-03-15 1:49:26,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1125.47
Transfer,Savings,2025-03-16 1:12:59,2025-03-16 1:12:59,To pocket EUR Salvadanaio from EUR,0.9,0,EUR,COMPLETED,1126.37
Transfer,Savings,2025-03-16 1:16:48,2025-03-16 1:16:48,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1126.67
Transfer,Savings,2025-03-16 1:17:24,2025-03-16 1:17:24,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1127.17
Transfer,Savings,2025-03-16 1:19:10,2025-03-16 1:19:10,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1128.17
Transfer,Savings,2025-03-16 15:53:13,2025-03-16 15:53:13,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1128.18
Transfer,Savings,2025-03-16 16:13:00,2025-03-16 16:13:00,To pocket EUR Salvadanaio from EUR,0.71,0,EUR,COMPLETED,1128.89
Transfer,Savings,2025-03-16 16:22:55,2025-03-16 16:22:55,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1128.9
Transfer,Savings,2025-03-17 19:31:46,2025-03-17 19:31:46,To pocket EUR Salvadanaio from EUR,0.37,0,EUR,COMPLETED,1129.27
Transfer,Savings,2025-03-18 1:01:58,2025-03-18 1:01:58,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1129.28
Transfer,Savings,2025-03-18 18:16:55,2025-03-18 18:16:55,To pocket EUR Salvadanaio from EUR,0.03,0,EUR,COMPLETED,1129.31
Transfer,Savings,2025-03-19 21:13:33,2025-03-19 21:13:33,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1129.32
Transfer,Savings,2025-03-21 16:02:38,2025-03-21 16:02:38,To pocket EUR Salvadanaio from EUR,0.68,0,EUR,COMPLETED,1130
Transfer,Savings,2025-03-22 1:40:21,2025-03-22 1:40:21,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1155
Transfer,Savings,2025-03-22 19:35:03,2025-03-22 19:35:03,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1156
Transfer,Savings,2025-03-22 22:39:07,2025-03-22 22:39:07,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1157
Transfer,Savings,2025-03-26 9:04:13,2025-03-26 9:04:13,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1157.5
Transfer,Savings,2025-03-27 13:46:33,2025-03-27 13:46:33,To pocket EUR Salvadanaio from EUR,0.2,0,EUR,COMPLETED,1157.7
Transfer,Savings,2025-03-27 14:06:59,2025-03-27 14:06:59,To pocket EUR Salvadanaio from EUR,0.88,0,EUR,COMPLETED,1158.58
Transfer,Savings,2025-03-28 22:24:56,2025-03-28 22:24:56,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1158.88
Transfer,Savings,2025-03-29 1:44:19,2025-03-29 1:44:19,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1183.88
Transfer,Savings,2025-03-29 16:02:00,2025-03-29 16:02:00,To pocket EUR Trading Poket from EUR,10,0,EUR,COMPLETED,1193.88
Transfer,Savings,2025-03-29 16:06:47,2025-03-29 16:06:47,Pocket Withdrawal,-10,0,EUR,COMPLETED,1183.88
Transfer,Savings,2025-03-29 16:06:47,2025-03-29 16:06:47,Closing transaction,0,0,EUR,COMPLETED,1183.88
Transfer,Savings,2025-03-29 19:17:11,2025-03-29 19:17:11,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1184.88
Transfer,Savings,2025-03-29 23:24:44,2025-03-29 23:24:44,To pocket EUR Salvadanaio from EUR,0.11,0,EUR,COMPLETED,1184.99
Transfer,Savings,2025-03-30 10:11:03,2025-03-30 10:11:03,To pocket EUR Salvadanaio from EUR,0.63,0,EUR,COMPLETED,1185.62
Transfer,Savings,2025-03-30 20:25:00,2025-03-30 20:25:00,To pocket EUR Salvadanaio from EUR,0.78,0,EUR,COMPLETED,1186.4
Transfer,Savings,2025-03-30 21:59:35,2025-03-30 21:59:35,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1186.9
Transfer,Savings,2025-03-31 11:28:02,2025-03-31 11:28:02,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1186.91
Transfer,Savings,2025-03-31 23:57:03,2025-03-31 23:57:03,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1186.92
Transfer,Savings,2025-04-01 0:03:09,2025-04-01 0:03:09,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1186.93
Transfer,Savings,2025-04-02 18:18:44,2025-04-02 18:18:44,To pocket EUR Salvadanaio from EUR,0.82,0,EUR,COMPLETED,1187.75
Transfer,Savings,2025-04-04 19:34:03,2025-04-04 19:34:03,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1188.75
Transfer,Savings,2025-04-05 2:43:38,2025-04-05 2:43:38,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1213.75
Transfer,Savings,2025-04-05 18:57:31,2025-04-05 18:57:31,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1214.25
Transfer,Savings,2025-04-05 21:55:55,2025-04-05 21:55:55,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1215.25
Transfer,Savings,2025-04-06 16:10:09,2025-04-06 16:10:09,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1215.75
Transfer,Savings,2025-04-08 19:33:56,2025-04-08 19:33:56,To pocket EUR Salvadanaio from EUR,0.43,0,EUR,COMPLETED,1216.18
Transfer,Savings,2025-04-10 18:37:17,2025-04-10 18:37:17,To pocket EUR Salvadanaio from EUR,0.45,0,EUR,COMPLETED,1216.63
Transfer,Savings,2025-04-11 19:28:33,2025-04-11 19:28:33,To pocket EUR Salvadanaio from EUR,0.16,0,EUR,COMPLETED,1216.79
Transfer,Savings,2025-04-11 21:12:59,2025-04-11 21:12:59,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1217.29
Transfer,Savings,2025-04-12 2:46:46,2025-04-12 2:46:46,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1242.29
Transfer,Savings,2025-04-12 10:41:05,2025-04-12 10:41:05,To pocket EUR Salvadanaio from EUR,0.89,0,EUR,COMPLETED,1243.18
Transfer,Savings,2025-04-12 22:23:32,2025-04-12 22:23:32,To pocket EUR Salvadanaio from EUR,0.15,0,EUR,COMPLETED,1243.33
Transfer,Savings,2025-04-13 17:57:53,2025-04-13 17:57:53,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1244.33
Transfer,Savings,2025-04-13 18:23:36,2025-04-13 18:23:36,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1245.33
Transfer,Savings,2025-04-16 18:44:06,2025-04-16 18:44:06,To pocket EUR Salvadanaio from EUR,0.64,0,EUR,COMPLETED,1245.97
Transfer,Savings,2025-04-18 18:56:32,2025-04-18 18:56:32,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1245.98
Transfer,Savings,2025-04-18 21:11:33,2025-04-18 21:11:33,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1246.98
Transfer,Savings,2025-04-18 22:45:06,2025-04-18 22:45:06,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1247.98
Transfer,Savings,2025-04-19 0:21:26,2025-04-19 0:21:26,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1248.98
Transfer,Savings,2025-04-19 2:38:48,2025-04-19 2:38:48,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1273.98
Transfer,Savings,2025-04-19 11:46:05,2025-04-19 11:46:05,To pocket EUR Salvadanaio from EUR,0.1,0,EUR,COMPLETED,1274.08
Transfer,Savings,2025-04-19 23:13:06,2025-04-19 23:13:06,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1275.08
Transfer,Savings,2025-04-21 9:48:47,2025-04-21 9:48:47,To pocket EUR Salvadanaio from EUR,0.71,0,EUR,COMPLETED,1275.79
Transfer,Savings,2025-04-21 18:10:32,2025-04-21 18:10:32,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1276.09
Transfer,Savings,2025-04-21 18:20:03,2025-04-21 18:20:03,To pocket EUR Salvadanaio from EUR,0.32,0,EUR,COMPLETED,1276.41
Transfer,Savings,2025-04-24 6:00:03,2025-04-24 6:00:03,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1276.42
Transfer,Savings,2025-04-24 22:52:17,2025-04-24 22:52:17,To pocket EUR Salvadanaio from EUR,0.08,0,EUR,COMPLETED,1276.5
Transfer,Savings,2025-04-25 1:01:18,2025-04-25 1:01:18,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1277.5
Transfer,Savings,2025-04-25 1:01:31,2025-04-25 1:01:31,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1278.5
Transfer,Savings,2025-04-25 9:08:08,2025-04-25 9:08:08,To pocket EUR Salvadanaio from EUR,0.16,0,EUR,COMPLETED,1278.66
Transfer,Savings,2025-04-25 9:48:03,2025-04-25 9:48:03,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1278.67
Transfer,Savings,2025-04-25 18:36:11,2025-04-25 18:36:11,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1278.68
Transfer,Savings,2025-04-25 21:40:06,2025-04-25 21:40:06,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1279.68
Transfer,Savings,2025-04-25 22:02:27,2025-04-25 22:02:27,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1280.68
Transfer,Savings,2025-04-25 22:29:59,2025-04-25 22:29:59,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1281.18
Transfer,Savings,2025-04-25 23:19:47,2025-04-25 23:19:47,To pocket EUR Salvadanaio from EUR,0.97,0,EUR,COMPLETED,1282.15
Transfer,Savings,2025-04-26 2:45:37,2025-04-26 2:45:37,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1307.15
Transfer,Savings,2025-04-26 8:01:46,2025-04-26 8:01:46,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1307.16
Transfer,Savings,2025-04-26 18:37:03,2025-04-26 18:37:03,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1307.17
Transfer,Savings,2025-04-26 23:11:00,2025-04-26 23:11:00,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1308.17
Transfer,Savings,2025-04-28 8:22:48,2025-04-28 8:22:48,To pocket EUR Salvadanaio from EUR,0.51,0,EUR,COMPLETED,1308.68
Transfer,Savings,2025-04-29 17:44:32,2025-04-29 17:44:32,To pocket EUR Salvadanaio from EUR,0.21,0,EUR,COMPLETED,1308.89
Transfer,Savings,2025-04-30 19:33:16,2025-04-30 19:33:16,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1308.9
Transfer,Savings,2025-04-30 21:03:58,2025-04-30 21:03:58,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1309.9
Transfer,Savings,2025-04-30 23:17:12,2025-04-30 23:17:12,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1310.9
Transfer,Savings,2025-05-01 0:21:22,2025-05-01 0:21:22,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1311.9
Transfer,Savings,2025-05-01 1:03:19,2025-05-01 1:03:19,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1312.9
Transfer,Savings,2025-05-01 10:52:14,2025-05-01 10:52:14,To pocket EUR Salvadanaio from EUR,0.8,0,EUR,COMPLETED,1313.7
Transfer,Savings,2025-05-01 20:29:06,2025-05-01 20:29:06,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1313.71
Transfer,Savings,2025-05-02 23:34:13,2025-05-02 23:34:13,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1313.72
Transfer,Savings,2025-05-03 2:45:32,2025-05-03 2:45:32,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1338.72
Transfer,Savings,2025-05-03 12:22:11,2025-05-03 12:22:11,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1339.72
Transfer,Savings,2025-05-03 12:37:54,2025-05-03 12:37:54,To pocket EUR Salvadanaio from EUR,0.71,0,EUR,COMPLETED,1340.43
Transfer,Savings,2025-05-03 23:54:49,2025-05-03 23:54:49,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1341.43
Transfer,Savings,2025-05-04 10:47:54,2025-05-04 10:47:54,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1342.43
Transfer,Savings,2025-05-04 18:37:13,2025-05-04 18:37:13,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1342.44
Transfer,Savings,2025-05-06 21:01:41,2025-05-06 21:01:41,To pocket EUR Salvadanaio from EUR,0.25,0,EUR,COMPLETED,1342.69
Transfer,Savings,2025-05-06 21:05:23,2025-05-06 21:05:23,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1343.69
Transfer,Savings,2025-05-07 12:54:38,2025-05-07 12:54:38,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1343.7
Transfer,Savings,2025-05-09 20:43:33,2025-05-09 20:43:33,To pocket EUR Salvadanaio from EUR,0.2,0,EUR,COMPLETED,1343.9
Transfer,Savings,2025-05-10 2:52:00,2025-05-10 2:52:00,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1368.9
Transfer,Savings,2025-05-10 21:41:35,2025-05-10 21:41:35,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1369.2
Transfer,Savings,2025-05-10 21:42:27,2025-05-10 21:42:27,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1369.7
Transfer,Savings,2025-05-11 16:49:24,2025-05-11 16:49:24,To pocket EUR Salvadanaio from EUR,0.25,0,EUR,COMPLETED,1369.95
Transfer,Savings,2025-05-13 23:36:09,2025-05-13 23:36:09,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1369.96
Transfer,Savings,2025-05-16 17:13:45,2025-05-16 17:13:45,To pocket EUR Salvadanaio from EUR,0.88,0,EUR,COMPLETED,1370.84
Transfer,Savings,2025-05-16 19:22:22,2025-05-16 19:22:22,To pocket EUR Salvadanaio from EUR,0.91,0,EUR,COMPLETED,1371.75
Transfer,Savings,2025-05-17 2:43:47,2025-05-17 2:43:47,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1396.75
Transfer,Savings,2025-05-17 21:55:58,2025-05-17 21:55:58,To pocket EUR Salvadanaio from EUR,0.1,0,EUR,COMPLETED,1396.85
Transfer,Savings,2025-05-17 21:56:51,2025-05-17 21:56:51,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1397.35
Transfer,Savings,2025-05-17 22:04:22,2025-05-17 22:04:22,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1398.35
Transfer,Savings,2025-05-18 16:37:44,2025-05-18 16:37:44,To pocket EUR Salvadanaio from EUR,0.6,0,EUR,COMPLETED,1398.95
Transfer,Savings,2025-05-19 17:42:26,2025-05-19 17:42:26,To pocket EUR Salvadanaio from EUR,0.52,0,EUR,COMPLETED,1399.47
Transfer,Savings,2025-05-20 18:48:15,2025-05-20 18:48:15,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1399.48
Transfer,Savings,2025-05-20 23:38:06,2025-05-20 23:38:06,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1399.98
Transfer,Savings,2025-05-22 23:11:06,2025-05-22 23:11:06,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1400.98
Transfer,Savings,2025-05-23 18:59:16,2025-05-23 18:59:16,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1400.99
Transfer,Savings,2025-05-23 21:35:19,2025-05-23 21:35:19,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1401.49
Transfer,Savings,2025-05-23 21:59:39,2025-05-23 21:59:39,To pocket EUR Salvadanaio from EUR,0.8,0,EUR,COMPLETED,1402.29
Transfer,Savings,2025-05-23 23:11:04,2025-05-23 23:11:04,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1403.29
Transfer,Savings,2025-05-23 23:53:00,2025-05-23 23:53:00,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1404.29
Transfer,Savings,2025-05-24 0:19:30,2025-05-24 0:19:30,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1404.79
Transfer,Savings,2025-05-24 2:47:58,2025-05-24 2:47:58,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1429.79
Transfer,Savings,2025-05-24 19:11:40,2025-05-24 19:11:40,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1429.8
Transfer,Savings,2025-05-24 22:49:06,2025-05-24 22:49:06,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1430.8
Transfer,Savings,2025-05-25 0:18:44,2025-05-25 0:18:44,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1430.81
Transfer,Savings,2025-05-25 11:01:26,2025-05-25 11:01:26,To pocket EUR Salvadanaio from EUR,0.18,0,EUR,COMPLETED,1430.99
Transfer,Savings,2025-05-25 17:03:27,2025-05-25 17:03:27,To pocket EUR Salvadanaio from EUR,0.08,0,EUR,COMPLETED,1431.07
Transfer,Savings,2025-05-28 12:19:31,2025-05-28 12:19:31,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1432.07
Transfer,Savings,2025-05-28 12:20:50,2025-05-28 12:20:50,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1432.37
Transfer,Savings,2025-05-28 12:45:33,2025-05-28 12:45:33,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1433.37
Transfer,Savings,2025-05-29 12:24:04,2025-05-29 12:24:04,To pocket EUR Salvadanaio from EUR,0.3,0,EUR,COMPLETED,1433.67
Transfer,Savings,2025-05-29 21:05:03,2025-05-29 21:05:03,To pocket EUR Salvadanaio from EUR,0.5,0,EUR,COMPLETED,1434.17
Transfer,Savings,2025-05-29 23:26:33,2025-05-29 23:26:33,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1435.17
Transfer,Savings,2025-05-30 13:41:11,2025-05-30 13:41:11,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1435.18
Transfer,Savings,2025-05-30 16:43:43,2025-05-30 16:43:43,To pocket EUR Salvadanaio from EUR,0.82,0,EUR,COMPLETED,1436
Transfer,Savings,2025-05-31 2:46:30,2025-05-31 2:46:30,To pocket EUR Salvadanaio from EUR,25,0,EUR,COMPLETED,1461
Transfer,Savings,2025-05-31 16:12:21,2025-05-31 16:12:21,To pocket EUR Salvadanaio from EUR,1,0,EUR,COMPLETED,1462
Transfer,Savings,2025-06-01 12:37:46,2025-06-01 12:37:46,To pocket EUR Salvadanaio from EUR,0.71,0,EUR,COMPLETED,1462.71
Transfer,Savings,2025-06-01 19:54:07,2025-06-01 19:54:07,To pocket EUR Salvadanaio from EUR,0.01,0,EUR,COMPLETED,1462.72
Transfer,Savings,2025-06-01 22:16:37,2025-06-01 22:16:37,To pocket EUR Salvadanaio from EUR,20,0,EUR,COMPLETED,1482.72
Transfer,Savings,2025-06-05 10:18:12,2025-06-05 10:18:12,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1485.72
Transfer,Savings,2025-06-05 17:37:21,2025-06-05 17:37:21,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1488.72
Transfer,Savings,2025-06-05 17:57:41,2025-06-05 17:57:41,To pocket EUR Salvadanaio from EUR,0.09,0,EUR,COMPLETED,1488.81
Transfer,Savings,2025-06-06 19:52:16,2025-06-06 19:52:16,To pocket EUR Salvadanaio from EUR,0.03,0,EUR,COMPLETED,1488.84
Transfer,Savings,2025-06-06 22:09:29,2025-06-06 22:09:29,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1491.84
Transfer,Savings,2025-06-06 22:10:05,2025-06-06 22:10:05,To pocket EUR Salvadanaio from EUR,3,0,EUR,COMPLETED,1494.84
