,Type,Date,Amount,Description,Labels
1564,expense,2025-10-31,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1565,expense,2025-10-31,-4.0,To Robo portfolio,['Investimenti&Risparmi']
1566,expense,2025-10-31,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1567,expense,2025-01-11,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1568,expense,2025-10-31,-2.99,Bird,['Movimento']
1569,expense,2025-10-31,-6.2,Pam Panorama,['SpesaCasa']
1570,expense,2025-01-11,-2.99,Bird,['Movimento']
1571,expense,2025-01-11,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1572,expense,2025-01-11,-4.5,To Robo portfolio,['Investimenti&Risparmi']
1573,expense,2025-01-11,-48.1,MUJI,['Generic']
1574,expense,2025-02-11,-3.0,To Robo portfolio,['Investimenti&Risparmi']
1575,expense,2025-02-11,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1576,expense,2025-02-11,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1577,expense,2025-02-11,-2.99,Bird,['Movimento']
1578,expense,2025-02-11,-2.4,Miah Noor Alam,['Generic']
1579,expense,2025-02-11,-12.0,Conserveria Pastis,['Pub&Locali&Eventi']
1580,expense,2025-03-11,-0.5,To Robo portfolio,['Investimenti&Risparmi']
1581,expense,2025-04-11,-2.55,To Robo portfolio,['Investimenti&Risparmi']
1582,expense,2025-04-11,-3.05,To Robo portfolio,['Investimenti&Risparmi']
1583,expense,2025-04-11,-3.49,Amazon Kindle,['AcquistiOnline']
1584,expense,2025-03-11,-29.9,Ayo Alimenti,['Generic']
1585,expense,2025-04-11,-28.39,Amazon,['AcquistiOnline']
1586,expense,2025-05-11,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1587,expense,2025-05-11,-11.99,Amazon,['AcquistiOnline']
1588,expense,2025-07-11,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1589,expense,2025-07-11,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1590,expense,2025-08-11,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1591,expense,2025-07-11,-2.99,Bird,['Movimento']
1592,expense,2025-08-11,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1593,expense,2025-08-11,-1.5,To Robo portfolio,['Investimenti&Risparmi']
1594,expense,2025-09-11,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1595,expense,2025-09-11,-2.99,Bird,['Movimento']
1596,expense,2025-09-11,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1597,expense,2025-09-11,-2.55,To Robo portfolio,['Investimenti&Risparmi']
1598,expense,2025-09-11,-3.49,Amazon Kindle,['AcquistiOnline']
1599,expense,2025-09-11,-2.99,Pam Panorama,['SpesaCasa']
1600,expense,2025-08-11,-47.0,Con Calma Snc,['Generic']
1601,expense,2025-08-11,-7.7,Bar Tabacchi 21,"['Pub&Locali&Eventi', 'Fumo']"
1602,expense,2025-12-11,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1603,expense,2025-12-11,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1604,expense,2025-12-11,-27.0,The Vaping Company,['Fumo']
1605,expense,2025-12-11,-46.0,L'uliveto,['Generic']
1606,expense,2025-11-14,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1607,expense,2025-11-14,-0.3,To Robo portfolio,['Investimenti&Risparmi']
1608,expense,2025-11-14,-5.94,Amazon Kindle,['AcquistiOnline']
1609,expense,2025-11-15,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1610,expense,2025-11-15,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1611,expense,2025-11-16,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1612,expense,2025-11-15,-22.0,Pasticceria Pastorino,['Pub&Locali&Eventi']
1613,expense,2025-11-16,-30.0,Distributore Termoceva,['Generic']
1614,expense,2025-11-18,-3.05,To Robo portfolio,['Investimenti&Risparmi']
1615,expense,2025-11-18,-2.9,To Robo portfolio,['Investimenti&Risparmi']
1616,expense,2025-11-18,-8.42,Pam Panorama,['SpesaCasa']
1617,expense,2025-11-18,-581.39,pagoPA,['CasaUtenze&Tasse']
1618,expense,2025-11-20,-0.3,To Robo portfolio,['Investimenti&Risparmi']
1619,expense,2025-11-20,-3.1,To Robo portfolio,['Investimenti&Risparmi']
1620,expense,2025-11-20,-5.94,Amazon Kindle,['AcquistiOnline']
1621,expense,2025-11-21,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1622,expense,2025-11-21,-2.95,To Robo portfolio,['Investimenti&Risparmi']
1623,expense,2025-11-22,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1624,expense,2025-11-21,-19.41,Pam Panorama,['SpesaCasa']
1625,expense,2025-11-22,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1626,expense,2025-11-20,-45.38,Amazon,['AcquistiOnline']
1627,expense,2025-11-22,-2.99,Bird,['Movimento']
1628,expense,2025-11-24,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1629,expense,2025-11-24,-33.0,The Vaping Company,['Fumo']
1630,expense,2025-11-25,-0.5,To Robo portfolio,['Investimenti&Risparmi']
1631,expense,2025-11-25,-11.9,Amazon,['AcquistiOnline']
1632,expense,2025-11-27,-0.3,To Robo portfolio,['Investimenti&Risparmi']
1633,expense,2025-11-27,-5.94,Amazon Kindle,['AcquistiOnline']
1634,expense,2025-11-27,-2.1,To Robo portfolio,['Investimenti&Risparmi']
1635,expense,2025-11-27,-49.58,Pam Panorama,['SpesaCasa']
1636,expense,2025-11-28,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1637,expense,2025-11-28,-2.5,To Robo portfolio,['Investimenti&Risparmi']
1638,expense,2025-11-29,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1639,expense,2025-11-28,-7.5,Asaduzzaman Sy,['Generic']
1640,expense,2025-11-29,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1641,expense,2025-11-29,-3.9,Bird,['Movimento']
1642,expense,2025-11-29,-0.5,To Robo portfolio,['Investimenti&Risparmi']
1643,expense,2025-11-29,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1644,expense,2025-11-30,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1645,income,2025-11-30,8.0,Transfer from SIMONE SARDO,['Ricevuti']
1646,expense,2025-11-30,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1647,expense,2025-11-30,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1648,expense,2025-11-29,-2.99,Bird,['Movimento']
1649,expense,2025-11-30,-2.99,Bird,['Movimento']
1650,expense,2025-11-30,-0.6,To Robo portfolio,['Investimenti&Risparmi']
1651,expense,2025-11-30,-8.0,Erreeffe,['Generic']
1652,expense,2025-11-30,-16.0,Erreeffe,['Generic']
1653,expense,2025-11-29,-4.0,Pausa Caffe Di Mancino,['Pub&Locali&Eventi']
1654,expense,2025-11-30,-27.88,Amazon,['AcquistiOnline']
1655,expense,2025-02-12,-2.15,To Robo portfolio,['Investimenti&Risparmi']
1656,expense,2025-03-12,-0.1,To Robo portfolio,['Investimenti&Risparmi']
1657,expense,2025-02-12,-70.57,pagoPA,['CasaUtenze&Tasse']
1658,expense,2025-03-12,-0.25,To Robo portfolio,['Investimenti&Risparmi']
1659,expense,2025-03-12,-21.98,Amazon,['AcquistiOnline']
1660,expense,2025-04-12,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1661,expense,2025-03-12,-22.95,Amazon,['AcquistiOnline']
1662,expense,2025-05-12,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1663,expense,2025-05-12,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1664,expense,2025-05-12,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1665,expense,2025-05-12,-6.99,Amazon Kindle,['AcquistiOnline']
1666,expense,2025-04-12,-15.0,Angelo Parrucchiere,['CuraPersonale']
1667,expense,2025-05-12,-4.2,To Robo portfolio,['Investimenti&Risparmi']
1668,expense,2025-05-12,-2.99,Bird,['Movimento']
1669,expense,2025-06-12,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1670,expense,2025-05-12,-5.16,Pam Panorama,['SpesaCasa']
1671,expense,2025-05-12,-120.0,Cash withdrawal at Unicredit - Torino S,['Giroconto']
1672,expense,2025-07-12,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1673,expense,2025-07-12,-3.55,To Robo portfolio,['Investimenti&Risparmi']
1674,expense,2025-07-12,-1.55,To Robo portfolio,['Investimenti&Risparmi']
1675,expense,2025-07-12,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1676,expense,2025-07-12,-2.99,Bird,['Movimento']
1677,expense,2025-07-12,-1.69,Carrefour,['SpesaCasa']
1678,expense,2025-07-12,-40.0,Eni,['Movimento']
1679,expense,2025-07-12,-28.0,Ristorante Bar Italia,"['Pub&Locali&Eventi', 'Ristoranti&Delivery']"
1680,expense,2025-08-12,-1.6,To Robo portfolio,['Investimenti&Risparmi']
1681,expense,2025-08-12,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1682,expense,2025-09-12,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1683,expense,2025-08-12,-33.99,Amazon,['AcquistiOnline']
1684,expense,2025-09-12,-6.99,Amazon Kindle,['AcquistiOnline']
1685,expense,2025-08-12,-14.68,Pam Panorama,['SpesaCasa']
1686,income,2025-10-12,2000.0,Payment from PALLOMO MATTEO,"['Ricevuti', 'Giroconto']"
1687,expense,2025-10-12,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1688,expense,2025-10-12,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1689,expense,2025-10-12,-14.99,Amazon,['AcquistiOnline']
1690,expense,2025-11-12,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1691,expense,2025-10-12,-979.0,Amazon,['AcquistiOnline']
1692,expense,2025-11-12,-19.99,Amazon,['AcquistiOnline']
1693,expense,2025-12-12,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1694,expense,2025-12-13,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1695,expense,2025-12-13,-1.6,To Robo portfolio,['Investimenti&Risparmi']
1696,expense,2025-12-13,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1697,expense,2025-12-13,-2.5,To Robo portfolio,['Investimenti&Risparmi']
1698,expense,2025-12-13,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1699,expense,2025-12-14,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1700,expense,2025-12-14,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1701,expense,2025-12-13,-2.99,Bird,['Movimento']
1702,expense,2025-12-13,-11.0,Freevolo,['Generic']
1703,expense,2025-12-14,-11.0,Freevolo,['Generic']
1704,expense,2025-12-13,-2.5,Minimarket Di Matubba.,['Generic']
1705,expense,2025-12-14,-4.35,To Robo portfolio,['Investimenti&Risparmi']
1706,expense,2025-12-13,-4.68,Carrefour,['SpesaCasa']
1707,expense,2025-12-14,-3.13,Pam Panorama,['SpesaCasa']
1708,expense,2025-12-15,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1709,expense,2025-12-15,-2.55,To Robo portfolio,['Investimenti&Risparmi']
1710,expense,2025-12-15,-3.49,Amazon Kindle,['AcquistiOnline']
1711,expense,2025-12-15,-8.99,Amazon,['AcquistiOnline']
1712,expense,2025-12-14,-15.0,Mazza Vincenzo,['Generic']
1713,expense,2025-12-16,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1714,expense,2025-12-16,-0.5,To Robo portfolio,['Investimenti&Risparmi']
1715,expense,2025-12-16,-11.9,Amazon,['AcquistiOnline']
1716,expense,2025-12-16,-37.0,The Vaping Company,['Fumo']
1717,expense,2025-12-17,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1718,expense,2025-12-17,-15.99,Amazon,['AcquistiOnline']
1719,expense,2025-12-18,-1.6,To Robo portfolio,['Investimenti&Risparmi']
1720,expense,2025-12-18,-4.68,Carrefour,['SpesaCasa']
1721,expense,2025-12-19,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1722,expense,2025-12-19,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1723,expense,2025-12-20,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1724,expense,2025-12-19,-1.99,Ok Market Millesimo,['SpesaCasa']
1725,expense,2025-12-20,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1726,expense,2025-12-20,-170.0,Pantarei Ristorante,['Ristoranti&Delivery']
1727,expense,2025-12-21,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1728,expense,2025-12-21,-3.25,To Robo portfolio,['Investimenti&Risparmi']
1729,expense,2025-12-21,-64.0,Sum Kimbo,['Generic']
1730,expense,2025-12-21,-1.35,Parcheggio Priamar,['Movimento']
1731,income,2025-12-23,2000.0,Payment from PALLOMO MATTEO,"['Ricevuti', 'Giroconto']"
1732,expense,2025-12-23,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1733,expense,2025-12-23,-0.1,To Robo portfolio,['Investimenti&Risparmi']
1734,expense,2025-12-23,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1735,expense,2025-12-23,-6.99,Amazon Kindle,['AcquistiOnline']
1736,expense,2025-12-23,-40.0,Pasticceria Pastorino,['Pub&Locali&Eventi']
1737,expense,2025-12-23,-5.98,Amazon,['AcquistiOnline']
1738,expense,2025-12-24,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1739,expense,2025-12-25,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1740,expense,2025-12-26,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1741,expense,2025-12-24,-53.0,La Berbora,['Ristoranti&Delivery']
1742,expense,2025-12-25,-5.0,Proncii,['Ristoranti&Delivery']
1743,expense,2025-12-26,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1744,expense,2025-12-26,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1745,expense,2025-12-26,-3.55,To Robo portfolio,['Investimenti&Risparmi']
1746,expense,2025-12-26,-122.0,TicketSms,['Generic']
1747,expense,2025-12-26,-5.0,Proncii,['Ristoranti&Delivery']
1748,expense,2025-12-26,-40.0,Knet,['Movimento']
1749,expense,2025-12-27,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1750,expense,2025-12-27,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1751,expense,2025-12-27,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1752,expense,2025-12-27,-6.99,Amazon Kindle,['AcquistiOnline']
1753,expense,2025-12-27,-6.99,Amazon Kindle,['AcquistiOnline']
1754,expense,2025-12-27,-3.95,To Robo portfolio,['Investimenti&Risparmi']
1755,expense,2025-12-27,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1756,expense,2025-12-27,-6.99,Amazon Kindle,['AcquistiOnline']
1757,expense,2025-12-28,-0.25,To Robo portfolio,['Investimenti&Risparmi']
1758,expense,2025-12-27,-12.21,Pam Panorama,['SpesaCasa']
1759,expense,2025-12-28,-26.95,Pam Panorama,['SpesaCasa']
1760,expense,2025-12-30,-1.7,To Robo portfolio,['Investimenti&Risparmi']
1761,expense,2025-12-30,-9.66,Pam Panorama,['SpesaCasa']
1762,expense,2025-12-31,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1763,expense,2026-01-01,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1764,expense,2025-12-31,-2.99,Bird,['Movimento']
1765,expense,2026-01-01,-10.0,Club Supermarket,['Generic']
1766,expense,2026-02-01,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1767,expense,2026-03-01,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1768,expense,2026-03-01,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1769,expense,2026-03-01,-4.99,Amazon,['AcquistiOnline']
1770,expense,2026-05-01,-2.95,To Robo portfolio,['Investimenti&Risparmi']
1771,expense,2026-05-01,-47.41,Pam Panorama,['SpesaCasa']
1772,expense,2026-08-01,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1773,expense,2026-08-01,-8.0,OpenAI,['Subscriptions']
1774,expense,2026-09-01,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1775,expense,2026-09-01,-2.25,To Robo portfolio,['Investimenti&Risparmi']
1776,expense,2026-10-01,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1777,expense,2026-09-01,-3.55,Pam Panorama,['SpesaCasa']
1778,expense,2026-10-01,-5.0,To Robo portfolio,['Investimenti&Risparmi']
1779,expense,2026-10-01,-1.5,To Robo portfolio,['Investimenti&Risparmi']
1780,expense,2026-10-01,-5.0,Maior Service,['Generic']
1781,expense,2026-11-01,-2.55,To Robo portfolio,['Investimenti&Risparmi']
1782,expense,2026-11-01,-1.5,To Robo portfolio,['Investimenti&Risparmi']
1783,expense,2026-10-01,-32.7,Sushisound S.n.c. Di H,['Ristoranti&Delivery']
1784,expense,2026-11-01,-56.49,Pam Panorama,['SpesaCasa']
1785,expense,2026-11-01,-7.7,Bar Tabacchi 21,"['Pub&Locali&Eventi', 'Fumo']"
1786,expense,2026-01-13,-249.99,Amazon,['AcquistiOnline']
1787,expense,2026-01-13,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1788,expense,2026-01-13,-0.05,To Robo portfolio,['Investimenti&Risparmi']
1789,expense,2026-01-13,-249.99,Amazon,['AcquistiOnline']
1790,expense,2026-01-14,-172.53,To investment account,['Investimenti&Risparmi']
1791,expense,2026-01-16,-20.0,To Instant Access Savings,['Investimenti&Risparmi']
1792,expense,2026-01-16,-4.2,To Robo portfolio,['Investimenti&Risparmi']
1793,expense,2026-01-16,-27.16,Glovo,['Ristoranti&Delivery']
1794,expense,2026-01-17,-20.0,To Robo portfolio,['Investimenti&Risparmi']
1795,expense,2026-01-17,-39.48,Pam Panorama,['SpesaCasa']
1796,expense,2026-01-17,-2.6,To Robo portfolio,['Investimenti&Risparmi']
1797,income,2025-06-30,0.3,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1798,income,2025-06-30,0.9,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1799,income,2025-01-07,0.24,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1800,income,2025-02-07,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1801,income,2025-02-07,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1802,income,2025-02-07,0.03,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1803,income,2025-02-07,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1804,income,2025-03-07,2.13,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
1805,income,2025-03-07,3.0,To pocket EUR Salvadanaio from EUR,['Investimenti&Risparmi']
